Team name,Team ID,Games,PTS,PPG,OPP PTS,OPP PPG,SCR MAR,Win %,FT,FTA,FT%,FGA,FG%,3FGA,3FG%,Opp 3FG%,AST,APG,TO,TOPG,REB,RPG,OPP REB,OPP RPG,REB MAR,DREB,ST,STPG,Fouls,PFPG
Tennessee Tech,286,32,2396,74.9,2233,69.8,5.1,62.5,510,760,67.1,1815,47.9,0,0,33.8,453,14.156,522,16.312,1184,37,1013,31.7,5.3,0,273,8.5,637,19.9
Texas,287,34,2547,74.9,2087,61.4,13.5,79.4,553,857,64.5,1983,45.4,0,0,29,458,13.471,402,11.824,1377,40.5,1153,33.9,6.6,0,198,5.8,585,17.2
Texas A&M,288,32,2204,68.9,1952,61,7.9,75,548,780,70.3,1668,44.5,0,0,31.8,432,13.5,415,12.969,1160,36.3,953,29.8,6.5,0,209,6.5,583,18.2
Texas Southern,289,31,1982,63.9,2004,64.6,-0.7,61.3,477,758,62.9,1554,42.7,0,0,32.8,378,12.194,518,16.71,1077,34.7,1102,35.5,-0.8,0,249,8,576,18.6
Texas St.,290,32,2506,78.3,2510,78.4,-0.1,50,589,877,67.2,1930,44.9,0,0,33.1,440,13.75,490,15.312,1194,37.3,1200,37.5,-0.2,0,247,7.7,699,21.8
Texas Tech,291,32,2342,73.2,2411,75.3,-2.2,40.6,515,706,72.9,1853,44.5,0,0,35.1,426,13.312,442,13.812,1080,33.8,1149,35.9,-2.2,0,190,5.9,640,20
The Citadel,292,32,2049,64,2237,69.9,-5.9,31.3,388,542,71.6,1758,42.8,0,0,34,402,12.562,407,12.719,1120,35,1034,32.3,2.7,0,151,4.7,529,16.5
Toledo,293,32,1853,57.9,2247,70.2,-12.3,12.5,413,658,62.8,1557,40.8,0,0,35.5,392,12.25,509,15.906,1002,31.3,1120,35,-3.7,0,174,5.4,538,16.8
Towson,294,30,2053,68.4,2279,76,-7.5,13.3,444,614,72.3,1633,43.8,0,0,40.2,342,11.4,361,12.033,934,31.1,1046,34.9,-3.7,0,174,5.8,517,17.2
Troy,295,29,2076,71.6,2243,77.3,-5.8,27.6,355,536,66.2,1796,40.8,0,0,36.8,395,13.621,414,14.276,1094,37.7,1145,39.5,-1.8,0,193,6.7,509,17.6
Tulane,296,30,2057,68.6,1975,65.8,2.7,43.3,411,597,68.8,1646,43,0,0,33.7,403,13.433,367,12.233,956,31.9,1001,33.4,-1.5,0,208,6.9,516,17.2
Tulsa,297,32,2255,70.5,2165,67.7,2.8,59.4,535,763,70.1,1717,43.9,0,0,33.4,365,11.406,441,13.781,1184,37,1006,31.4,5.6,0,142,4.4,636,19.9
UAB,298,30,2067,68.9,1870,62.3,6.6,73.3,364,506,71.9,1677,44,0,0,31,410,13.667,368,12.267,1080,36,1006,33.5,2.5,0,160,5.3,504,16.8
UC Davis,299,30,2136,71.2,2194,73.1,-1.9,33.3,407,559,72.8,1619,46,0,0,34.8,450,15,422,14.067,920,30.7,1082,36.1,-5.4,0,196,6.5,589,19.6
UC Irvine,300,32,2411,75.3,2419,75.6,-0.3,40.6,576,784,73.5,1892,42.2,0,0,33.1,390,12.188,412,12.875,1148,35.9,1252,39.1,-3.3,0,213,6.7,691,21.6
UC Riverside,301,31,2044,65.9,2164,69.8,-3.9,38.7,393,576,68.2,1756,42.4,0,0,37.7,374,12.065,432,13.935,1087,35.1,1073,34.6,0.5,0,183,5.9,581,18.7
UC Santa Barbara,302,31,2119,68.4,2026,65.4,3,58.1,447,592,75.5,1589,45.6,0,0,36.4,449,14.484,439,14.161,1012,32.6,1021,32.9,-0.3,0,226,7.3,594,19.2
UCF,303,30,2072,69.1,1890,63,6.1,63.3,505,727,69.5,1533,45.1,0,0,35.5,369,12.3,414,13.8,1059,35.3,999,33.3,2,0,181,6,532,17.7
UCLA,304,32,2239,70,2105,65.8,4.2,68.8,503,736,68.3,1720,45.6,0,0,34.3,468,14.625,477,14.906,1191,37.2,1046,32.7,4.5,0,174,5.4,560,17.5
UConn,305,35,2569,73.4,2323,66.4,7,74.3,545,722,75.5,2102,43.3,0,0,33.5,459,13.114,411,11.743,1385,39.6,1242,35.5,4.1,0,232,6.6,561,16
UMBC,307,30,1928,64.3,2354,78.5,-14.2,16.7,345,488,70.7,1745,40.1,0,0,38.5,346,11.533,395,13.167,976,32.5,1128,37.6,-5.1,0,178,5.9,593,19.8
UMES,308,31,2096,67.6,2408,77.7,-10.1,29,427,654,65.3,1855,40.5,0,0,35.4,382,12.323,450,14.516,1060,34.2,1195,38.5,-4.4,0,205,6.6,667,21.5
UMKC,309,30,2100,70,2217,73.9,-3.9,53.3,448,677,66.2,1628,43.6,0,0,36.8,321,10.7,419,13.967,976,32.5,1028,34.3,-1.7,0,186,6.2,590,19.7
UNC Asheville,310,32,2374,74.2,2182,68.2,6,59.4,539,763,70.6,1841,45.5,0,0,33.5,466,14.562,481,15.031,1151,36,1163,36.3,-0.4,0,297,9.3,618,19.3
UNCG,311,31,2204,71.1,2501,80.7,-9.6,22.6,458,664,69,1820,42.9,0,0,38.2,353,11.387,473,15.258,1056,34.1,1135,36.6,-2.5,0,205,6.6,660,21.3
UNCW,312,31,1975,63.7,2067,66.7,-3,41.9,326,473,68.9,1646,43.4,0,0,34.9,350,11.29,424,13.677,1031,33.3,1089,35.1,-1.9,0,169,5.5,492,15.9
UNI,313,32,2033,63.5,1939,60.6,2.9,59.4,429,566,75.8,1599,42.9,0,0,37.4,335,10.469,299,9.3438,944,29.5,987,30.8,-1.3,0,158,4.9,549,17.2
UNLV,314,32,2301,71.9,2004,62.6,9.3,75,482,699,69,1782,46.1,0,0,32.4,497,15.531,405,12.656,1126,35.2,1073,33.5,1.7,0,260,8.1,619,19.3
USC Upstate,315,30,1746,58.2,2091,69.7,-11.5,16.7,282,470,60,1680,37.2,0,0,34.7,341,11.367,440,14.667,1020,34,1116,37.2,-3.2,0,174,5.8,554,18.5
UT Arlington,316,29,2055,70.9,1993,68.7,2.1,44.8,419,594,70.5,1616,44.1,0,0,32.8,362,12.483,510,17.586,1050,36.2,1036,35.7,0.5,0,199,6.9,624,21.5
UT Martin,317,33,2264,68.6,2454,74.4,-5.8,36.4,529,715,74,1836,42.3,0,0,32.9,362,10.97,504,15.273,1088,33,1198,36.3,-3.3,0,221,6.7,675,20.5
Utah,318,31,2078,67,2177,70.2,-3.2,41.9,429,618,69.4,1724,42.6,0,0,34.9,298,9.6129,425,13.71,1106,35.7,1130,36.5,-0.8,0,141,4.5,598,19.3
Utah St.,319,33,2381,72.2,1922,58.2,13.9,90.9,547,743,73.6,1738,47,0,0,30.2,490,14.848,390,11.818,1237,37.5,974,29.5,8,0,160,4.8,566,17.2
Utah Valley,320,30,2276,75.9,2054,68.5,7.4,63.3,591,780,75.8,1682,44.2,0,0,33.4,416,13.867,414,13.8,1192,39.7,1004,33.5,6.3,0,151,5,568,18.9
UTEP,321,34,2413,71,2156,63.4,7.6,73.5,507,758,66.9,1832,46.7,0,0,30.5,525,15.441,426,12.529,1156,34,1226,36.1,-2.1,0,233,6.9,629,18.5
UTRGV,322,31,2114,68.2,2357,76,-7.8,19.4,481,710,67.7,1642,42.3,0,0,40.8,382,12.323,475,15.323,984,31.7,1083,34.9,-3.2,0,178,5.7,640,20.6
UTSA,323,32,2268,70.9,2227,69.6,1.3,59.4,520,737,70.6,1764,43.1,0,0,32.8,410,12.812,435,13.594,1120,35,1166,36.4,-1.4,0,229,7.2,630,19.7
Valparaiso,324,34,2487,73.1,2294,67.5,5.7,67.6,442,663,66.7,1930,47.5,0,0,32.4,536,15.765,469,13.794,1184,34.8,1153,33.9,0.9,0,264,7.8,656,19.3
Vanderbilt,325,33,2515,76.2,2232,67.6,8.6,69.7,608,814,74.7,1807,45.7,0,0,30.6,442,13.394,434,13.152,1219,36.9,1145,34.7,2.2,0,174,5.3,538,16.3
VCU,326,34,2432,71.5,2293,67.4,4.1,67.6,504,701,71.9,1896,43.5,0,0,35.5,483,14.206,393,11.559,1088,32,1215,35.7,-3.7,0,290,8.5,620,18.2
Vermont,327,31,2087,67.3,1909,61.6,5.7,74.2,428,632,67.7,1683,44.9,0,0,32.3,385,12.419,414,13.355,1185,38.2,989,31.9,6.3,0,153,4.9,507,16.4
Villanova,328,32,2327,72.7,2098,65.6,7.2,65.6,570,752,75.8,1767,44,0,0,32.1,440,13.75,383,11.969,1188,37.1,1040,32.5,4.6,0,203,6.3,559,17.5
Virginia,329,31,1918,61.9,1935,62.4,-0.5,51.6,356,516,69,1611,41.5,0,0,36.3,354,11.419,339,10.935,974,31.4,1045,33.7,-2.3,0,179,5.8,498,16.1
Virginia Tech,330,32,2235,69.8,2000,62.5,7.3,65.6,501,707,70.9,1736,44.9,0,0,31.7,394,12.312,400,12.5,1107,34.6,1051,32.8,1.8,0,209,6.5,555,17.3
VMI,331,31,2726,87.9,2545,82.1,5.8,58.1,505,712,70.9,2083,44.9,0,0,35.6,462,14.903,411,13.258,1163,37.5,1299,41.9,-4.4,0,269,8.7,609,19.6
Wagner,332,30,2029,67.6,2115,70.5,-2.9,43.3,491,636,77.2,1544,43.5,0,0,35.4,419,13.967,460,15.333,886,29.5,1071,35.7,-6.2,0,177,5.9,748,24.9
Wake Forest,333,32,2151,67.2,2469,77.2,-9.9,25,497,666,74.6,1736,42.3,0,0,37,362,11.312,494,15.438,1041,32.5,1211,37.8,-5.3,0,170,5.3,594,18.6
Washington,334,33,2756,83.5,2323,70.4,13.1,69.7,461,691,66.7,2128,47.1,0,0,32.2,566,17.152,408,12.364,1298,39.3,1146,34.7,4.6,0,222,6.7,669,20.3
Washington St.,335,31,2278,73.5,2080,67.1,6.4,61.3,436,619,70.4,1760,46.1,0,0,32.1,421,13.581,399,12.871,1067,34.4,1117,36,-1.6,0,216,7,553,17.8
Weber St.,336,31,2184,70.5,2076,67,3.5,58.1,450,591,76.1,1648,45.2,0,0,36.8,392,12.645,395,12.742,1037,33.5,1006,32.5,1,0,172,5.5,614,19.8
West Virginia,337,31,2156,69.5,1987,64.1,5.5,64.5,494,700,70.6,1718,42.7,0,0,29.1,467,15.065,375,12.097,1160,37.4,1051,33.9,3.5,0,143,4.6,554,17.9
Western Caro.,338,33,2303,69.8,2275,68.9,0.8,54.5,399,613,65.1,1990,43.1,0,0,31,432,13.091,453,13.727,1189,36,1177,35.7,0.4,0,299,9.1,683,20.7
Western Ill.,339,30,1719,57.3,1945,64.8,-7.5,23.3,369,558,66.1,1439,41.3,0,0,34.2,313,10.433,402,13.4,893,29.8,1030,34.3,-4.6,0,153,5.1,571,19
Western Ky.,340,32,2242,70.1,2263,70.7,-0.7,50,445,693,64.2,1855,43.6,0,0,36.3,392,12.25,475,14.844,1187,37.1,1179,36.8,0.3,0,185,5.8,582,18.2
Western Mich.,341,32,2318,72.4,2206,68.9,3.5,62.5,469,659,71.2,1869,44.5,0,0,35.1,415,12.969,433,13.531,1203,37.6,1076,33.6,4,0,192,6,612,19.1
Wichita St.,342,32,2312,72.3,1980,61.9,10.4,75,456,616,74,1758,46.4,0,0,34.6,482,15.062,394,12.312,1200,37.5,937,29.3,8.2,0,182,5.7,584,18.3
William & Mary,343,32,2051,64.1,2174,67.9,-3.8,31.3,399,572,69.8,1584,44.3,0,0,35.1,426,13.312,423,13.219,1021,31.9,1068,33.4,-1.5,0,134,4.2,526,16.4
Winthrop,344,30,1973,65.8,2006,66.9,-1.1,43.3,409,636,64.3,1732,41.5,0,0,33,352,11.733,394,13.133,1121,37.4,1105,36.8,0.5,0,223,7.4,572,19.1
Wisconsin,345,31,2114,68.2,1808,58.3,9.9,74.2,384,466,82.4,1662,44.5,0,0,37.5,408,13.161,229,7.3871,994,32.1,877,28.3,3.8,0,107,3.5,467,15.1
Wofford,346,33,2436,73.8,2239,67.8,6,63.6,521,754,69.1,1797,47.9,0,0,35.1,475,14.394,391,11.848,1072,32.5,1034,31.3,1.2,0,223,6.8,634,19.2
Wright St.,347,33,2123,64.3,2035,61.7,2.7,57.6,486,650,74.8,1649,43.1,0,0,32.7,337,10.212,356,10.788,898,27.2,1041,31.5,-4.3,0,205,6.2,621,18.8
Wyoming,348,31,2044,65.9,2161,69.7,-3.8,32.3,449,667,67.3,1671,43.1,0,0,36.8,324,10.452,436,14.065,1002,32.3,1102,35.5,-3.2,0,233,7.5,567,18.3
Xavier,349,31,2251,72.6,2001,64.5,8.1,77.4,554,741,74.8,1649,46.3,0,0,33.8,413,13.323,371,11.968,1100,35.5,965,31.1,4.4,0,171,5.5,532,17.2
Yale,350,28,1908,68.1,1885,67.3,0.8,53.6,433,589,73.5,1483,44.1,0,0,34.7,355,12.679,380,13.571,961,34.3,952,34,0.3,0,133,4.8,522,18.6
Youngstown St.,351,30,2072,69.1,2226,74.2,-5.1,30,325,533,61,1823,41.5,0,0,36.2,454,15.133,359,11.967,1032,34.4,1194,39.8,-5.4,0,186,6.2,607,20.2
