,Team name,Team ID,GM,PTS,PPG,OPP PTS,OPP PPG,SCR MAR,Win %,FT,FTA,FT%,FGA,FG%,3FGA,3FG%,Opp 3FG%,AST,APG,TO,TOPG,REB,RPG,OPP REB,OPP RPG,REB MAR,DREB,ST,STPG,Fouls,PFPG,,
0,A&M-Corpus Christi,1,32,2208,69,2152,67.3,1.8,53.1,506,759,66.7,1662,47.2,371,36,32.7,393,12.3,393,12.3,1082,33.8,1000,31.3,2.6,724,213,6.7,651,20.3,,
1,Abilene Christian,2,31,2214,71.4,2228,71.9,-0.5,35.5,499,666,74.9,1665,44.3,600,40,34.6,402,13.0,453,14.6,1010,32.6,1006,32.5,0.1,703,221,7.1,641,20.7,,
2,Air Force,3,30,1980,66,2074,69.1,-3.1,40,406,588,69,1561,43.5,653,33,32.8,419,14.0,400,13.3,971,32.4,1016,33.9,-1.5,708,164,5.5,563,18.8,,
3,Akron,4,33,2241,67.9,2177,66,1.9,63.6,453,733,61.8,1799,43.2,673,35,32.5,368,11.2,436,13.2,1154,35.0,1102,33.4,1.6,748,218,6.6,588,17.8,,
4,Alabama,5,32,2170,67.8,2150,67.2,0.6,40.6,505,737,68.5,1669,44.4,548,33,30.8,351,11.0,380,11.9,1050,32.8,1117,34.9,-2.1,730,218,6.8,607,19.0,,
5,Alabama A&M,6,30,1936,64.5,2005,66.8,-2.3,46.7,442,673,65.7,1602,40.9,561,32,32.9,380,12.7,397,13.2,1016,33.9,1148,38.3,-4.4,716,182,6.1,641,21.4,,
6,Alabama St.,7,31,2216,71.5,2154,69.5,2,61.3,492,728,67.6,1834,42.4,589,29,31,402,13.0,381,12.3,1124,36.3,1134,36.6,-0.3,708,208,6.7,561,18.1,,
7,Albany (NY),8,32,2113,66,2043,63.8,2.2,56.3,520,695,74.8,1635,43.9,431,36,35.2,354,11.1,404,12.6,1106,34.6,1009,31.5,3,775,177,5.5,552,17.3,,
8,Alcorn,9,31,1985,64,2101,67.8,-3.7,38.7,463,708,65.4,1658,41.8,449,30,34.3,286,9.2,356,11.5,958,30.9,1066,34.4,-3.5,656,184,5.9,577,18.6,,
9,American,10,32,2046,63.9,1876,58.6,5.3,62.5,369,520,71,1490,49.5,531,38,31.3,484,15.1,447,14.0,962,30.1,931,29.1,1,734,193,6.0,551,17.2,,
10,Appalachian St.,11,30,2034,67.8,2152,71.7,-3.9,30,445,697,63.8,1730,41.6,500,30,36.8,327,10.9,362,12.1,1091,36.4,1064,35.5,0.9,699,187,6.2,597,19.9,,
11,Arizona,12,34,2484,73.1,1977,58.1,14.9,88.2,520,794,65.5,1904,46.8,505,36,31.4,513,15.1,355,10.4,1322,38.9,1035,30.4,8.4,894,200,5.9,559,16.4,,
12,Arizona St.,13,32,2401,75,2204,68.9,6.2,65.6,523,754,69.4,1796,45,673,39,32.4,454,14.2,367,11.5,1140,35.6,1221,38.2,-2.5,870,165,5.2,617,19.3,,
13,Ark.-Pine Bluff,14,31,1957,63.1,2188,70.6,-7.5,41.9,446,675,66.1,1605,41.1,562,34,35.9,350,11.3,478,15.4,946,30.5,1082,34.9,-4.4,639,296,9.5,605,19.5,,
14,Arkansas,15,32,2568,80.3,2279,71.2,9,65.6,585,807,72.5,1962,44.4,657,37,34.5,492,15.4,374,11.7,1139,35.6,1270,39.7,-4.1,764,276,8.6,669,20.9,,
15,Arkansas St.,16,32,2432,76,2299,71.8,4.2,59.4,556,766,72.6,1795,44.4,737,38,32.5,425,13.3,390,12.2,1104,34.5,1172,36.6,-2.1,803,216,6.8,570,17.8,,
16,Army West Point,17,31,2244,72.4,2269,73.2,-0.8,48.4,406,580,70,1804,44.4,697,34,38.4,436,14.1,401,12.9,1043,33.6,1089,35.1,-1.5,691,187,6.0,567,18.3,,
17,Auburn,18,30,2144,71.5,2155,71.8,-0.4,46.7,526,730,72.1,1656,43.7,554,31,38.7,349,11.6,363,12.1,1022,34.1,1053,35.1,-1,692,183,6.1,647,21.6,,
18,Austin Peay,19,30,2287,76.2,2368,78.9,-2.7,40,535,804,66.5,1632,48.8,459,34,35.9,444,14.8,471,15.7,999,33.3,1052,35.1,-1.8,701,206,6.9,517,17.2,,
19,Ball St.,20,30,1967,65.6,2214,73.8,-8.2,16.7,469,679,69.1,1601,40.7,625,31,33.2,375,12.5,505,16.8,1108,36.9,996,33.2,3.7,725,136,4.5,615,20.5,,
20,Baylor,21,35,2632,75.2,2393,68.4,6.8,68.6,579,860,67.3,1963,45.5,679,39,36.3,525,15.0,414,11.8,1354,38.7,1114,31.8,6.9,854,183,5.2,605,17.3,,
21,Belmont,22,33,2646,80.2,2452,74.3,5.9,72.7,543,742,73.2,1791,50.5,738,40,35,520,15.8,425,12.9,1012,30.7,1081,32.8,-2.1,737,222,6.7,687,20.8,,
22,Bethune-Cookman,23,32,2032,63.5,2252,70.4,-6.9,21.9,442,615,71.9,1714,40,613,36,35.4,316,9.9,408,12.8,1003,31.3,1121,35,-3.7,635,199,6.2,681,21.3,,
23,Binghamton,24,30,1840,61.3,2140,71.3,-10,23.3,476,687,69.3,1554,38,569,32,38.5,282,9.4,428,14.3,970,32.3,1074,35.8,-3.5,658,184,6.1,596,19.9,,
24,Boise St.,25,34,2591,76.2,2347,69,7.2,61.8,547,730,74.9,1952,45.6,710,37,34.7,406,11.9,340,10.0,1171,34.4,1025,30.1,4.3,797,203,6.0,654,19.2,,
25,Boston College,26,32,2197,68.7,2354,73.6,-4.9,25,518,699,74.1,1605,44.6,702,35,36.9,398,12.4,358,11.2,952,29.8,1067,33.3,-3.6,687,140,4.4,603,18.8,,
26,Boston U.,27,34,2430,71.5,2280,67.1,4.4,70.6,417,580,71.9,1924,45.3,751,36,35.1,473,13.9,404,11.9,1137,33.4,1168,34.4,-0.9,809,241,7.1,577,17.0,,
27,Bowling Green,28,32,2007,62.7,2055,64.2,-1.5,37.5,401,630,63.7,1746,42.6,417,29,34.9,387,12.1,469,14.7,1132,35.4,1138,35.6,-0.2,793,246,7.7,564,17.6,,
28,Bradley,29,32,2036,63.6,2113,66,-2.4,37.5,440,628,70.1,1720,41.9,479,32,32.6,306,9.6,383,12.0,1064,33.3,1066,33.3,-0.1,708,226,7.1,635,19.8,,
29,Brown,30,28,2000,71.4,1883,67.3,4.2,53.6,396,590,67.1,1633,43.3,498,38,29.3,377,13.5,363,13.0,1109,39.6,1030,36.8,2.8,796,159,5.7,557,19.9,,
30,Bryant,31,32,2349,73.4,2304,72,1.4,56.3,470,669,70.3,1787,47,603,33,36,420,13.1,397,12.4,1094,34.2,1165,36.4,-2.2,787,207,6.5,568,17.8,,
31,Bucknell,32,30,1977,65.9,1922,64.1,1.8,53.3,385,516,74.6,1627,42.9,502,39,33.9,357,11.9,321,10.7,1067,35.6,953,31.8,3.8,780,138,4.6,500,16.7,,
32,Buffalo,33,29,2132,73.5,1952,67.3,6.2,65.5,487,684,71.2,1631,44.7,558,34,31,436,15.0,365,12.6,1074,37.0,986,34,3,719,198,6.8,535,18.4,,
33,Butler,34,31,2125,68.5,2064,66.6,2,45.2,432,654,66.1,1758,42.9,567,32,30.8,345,11.1,310,10.0,1072,34.6,1057,34.1,0.5,732,186,6.0,523,16.9,,
34,BYU,35,34,2863,84.2,2619,77,7.2,67.6,707,1025,69,2125,46.7,479,36,34.2,530,15.6,386,11.4,1400,41.2,1216,35.8,5.4,949,247,7.3,665,19.6,,
35,Cal Poly,36,32,2023,63.2,2030,63.4,-0.2,40.6,390,563,69.3,1741,41,611,34,34,374,11.7,287,9.0,1034,32.3,1077,33.7,-1.3,680,187,5.8,584,18.3,,
36,Cal St. Fullerton,37,31,2092,67.5,2215,71.5,-4,35.5,433,658,65.8,1726,42.5,577,33,34,343,11.1,370,11.9,1046,33.7,1086,35,-1.3,721,145,4.7,604,19.5,,
37,California,38,32,2316,72.4,2224,69.5,2.9,59.4,462,679,68,1855,45.1,527,34,36.2,480,15.0,325,10.2,1150,35.9,1115,34.8,1.1,812,173,5.4,549,17.2,,
38,Campbell,39,32,2164,67.6,2291,71.6,-4,37.5,344,508,67.7,1747,44.1,795,35,34.3,454,14.2,427,13.3,1049,32.8,1124,35.1,-2.3,704,193,6.0,572,17.9,,
39,Canisius,40,33,2561,77.6,2459,74.5,3.1,63.6,549,741,74.1,1917,45.7,678,38,33.8,410,12.4,382,11.6,1100,33.3,1194,36.2,-2.8,728,229,6.9,590,17.9,,
40,Central Ark.,41,29,2165,74.7,2360,81.4,-6.7,27.6,400,666,60.1,1761,44.7,522,37,35.1,368,12.7,421,14.5,982,33.9,1182,40.8,-6.9,659,247,8.5,634,21.9,,
41,Central Conn. St.,42,30,2117,70.6,2318,77.3,-6.7,36.7,386,538,71.7,1794,43.5,504,34,36.4,391,13.0,420,14.0,1036,34.5,1187,39.6,-5,720,207,6.9,557,18.6,,
42,Central Mich.,43,31,2246,72.5,2288,73.8,-1.4,32.3,465,655,71,1767,43.4,777,32,35.5,371,12.0,331,10.7,971,31.3,1057,34.1,-2.8,641,232,7.5,561,18.1,,
43,Charleston So.,44,31,2523,81.4,2242,72.3,9.1,41.9,503,691,72.8,1876,45.8,789,38,38.6,424,13.7,334,10.8,1160,37.4,1076,34.7,2.7,794,202,6.5,565,18.2,,
44,Charlotte,45,31,2215,71.5,2221,71.6,-0.2,54.8,453,699,64.8,1771,44.5,523,36,32.8,420,13.5,457,14.7,1187,38.3,1084,35,3.3,807,188,6.1,569,18.4,,
45,Chattanooga,46,32,2423,75.7,2360,73.8,2,56.3,597,845,70.7,1852,43.7,620,33,34.2,378,11.8,430,13.4,1191,37.2,1131,35.3,1.9,772,230,7.2,617,19.3,,
46,Chicago St.,47,32,2232,69.8,2439,76.2,-6.5,40.6,438,649,67.5,1884,41.8,653,34,35.1,358,11.2,389,12.2,1003,31.3,1285,40.2,-8.8,678,278,8.7,736,23.0,,
47,Cincinnati,48,33,2268,68.7,1925,58.3,10.4,81.8,508,717,70.9,1836,42.7,573,34,31.9,420,12.7,366,11.1,1190,36.1,1045,31.7,4.4,749,262,7.9,576,17.5,,
48,Clemson,49,32,2027,63.3,1855,58,5.4,62.5,460,624,73.7,1677,41.8,544,30,28.2,324,10.1,353,11.0,1141,35.7,1065,33.3,2.4,770,154,4.8,509,15.9,,
49,Cleveland St.,50,32,2348,73.4,2122,66.3,7.1,65.6,487,649,75,1726,47.1,575,41,32.7,454,14.2,403,12.6,1086,33.9,1020,31.9,2.1,748,192,6.0,630,19.7,,
50,Coastal Caro.,51,33,2399,72.7,2256,68.4,4.3,63.6,516,744,69.4,1919,43.8,609,33,31.8,349,10.6,465,14.1,1308,39.6,1147,34.8,4.9,879,211,6.4,649,19.7,,
51,Col. of Charleston,52,32,2016,63,2006,62.7,0.3,43.8,389,593,65.6,1719,41.2,613,34,34.3,324,10.1,409,12.8,1214,37.9,1038,32.4,5.5,821,149,4.7,595,18.6,,
52,Colgate,53,31,2158,69.6,2083,67.2,2.4,41.9,328,459,71.5,1622,48.4,657,40,33.5,440,14.2,355,11.5,954,30.8,989,31.9,-1.1,734,143,4.6,529,17.1,,
53,Colorado,54,34,2409,70.9,2310,67.9,2.9,67.6,634,885,71.6,1829,43.7,553,32,35.7,392,11.5,449,13.2,1276,37.5,1065,31.3,6.2,882,205,6.0,564,16.6,,
54,Colorado St.,55,32,2347,73.3,2230,69.7,3.7,50,637,877,72.6,1798,42.8,522,33,37.3,405,12.7,293,9.2,1202,37.6,1049,32.8,4.8,797,159,5.0,591,18.5,,
55,Columbia,56,31,2117,68.3,1967,63.5,4.8,61.3,515,669,77,1523,44.5,649,38,34.9,371,12.0,381,12.3,1027,33.1,931,30,3.1,763,158,5.1,583,18.8,,
56,Coppin St.,57,32,2231,69.7,2403,75.1,-5.4,37.5,552,756,73,1840,39.2,725,32,35.6,369,11.5,380,11.9,1075,33.6,1255,39.2,-5.6,705,192,6.0,545,17.0,,
57,Cornell,58,28,1795,64.1,2195,78.4,-14.3,7.1,299,450,66.4,1589,41,604,32,40.9,300,10.7,337,12.0,880,31.4,1011,36.1,-4.7,588,117,4.2,581,20.8,,
58,Creighton,59,33,2625,79.5,2225,67.4,12.1,78.8,469,624,75.2,1818,49.9,812,42,33.6,585,17.7,328,9.9,1134,34.4,1044,31.6,2.7,855,135,4.1,582,17.6,,
59,CSU Bakersfield,60,32,2215,69.2,2189,68.4,0.8,40.6,460,669,68.8,1752,43.8,568,39,31.3,384,12.0,443,13.8,1116,34.9,1046,32.7,2.2,737,209,6.5,708,22.1,,
60,CSUN,61,35,2689,76.8,2712,77.5,-0.7,48.6,765,967,79.1,1955,45.4,403,37,34.9,471,13.5,447,12.8,1245,35.6,1154,33,2.6,857,242,6.9,719,20.5,,
61,Dartmouth,62,28,1905,68,1864,66.6,1.5,42.9,385,561,68.6,1515,44.4,458,38,36.4,352,12.6,336,12.0,926,33.1,869,31,2,625,166,5.9,561,20.0,,
62,Davidson,63,32,2514,78.6,2319,72.5,6.1,62.5,514,722,71.2,1810,48,697,38,35.5,437,13.7,368,11.5,1054,32.9,1051,32.8,0.1,743,174,5.4,641,20.0,,
63,Dayton,64,33,2422,73.4,2232,67.6,5.8,69.7,511,750,68.1,1817,46.6,574,38,34.3,431,13.1,396,12.0,1165,35.3,1027,31.1,4.2,781,192,5.8,662,20.1,,
64,Delaware,65,34,2704,79.5,2555,75.1,4.4,73.5,628,886,70.9,2053,44.6,707,35,32.1,370,10.9,326,9.6,1240,36.5,1323,38.9,-2.4,862,204,6.0,641,18.9,,
65,Delaware St.,66,30,1847,61.6,1946,64.9,-3.3,30,399,579,68.9,1529,42.2,485,32,29.9,367,12.2,355,11.8,942,31.4,1023,34.1,-2.7,646,152,5.1,542,18.1,,
66,Denver,67,31,2044,65.9,1999,64.5,1.5,51.6,369,520,71,1535,46.3,654,39,34.9,466,15.0,307,9.9,808,26.1,972,31.4,-5.3,582,217,7.0,620,20.0,,
67,DePaul,68,33,2290,69.4,2487,75.4,-6,36.4,531,776,68.4,1848,42.3,580,34,37.4,359,10.9,444,13.5,1119,33.9,1130,34.2,-0.3,713,221,6.7,713,21.6,,
68,Detroit Mercy,69,32,2275,71.1,2267,70.8,0.3,40.6,528,724,72.9,1863,41.8,595,32,36.1,370,11.6,408,12.8,1174,36.7,1115,34.8,1.8,775,235,7.3,681,21.3,,
69,Drake,70,31,2116,68.3,2115,68.2,0,48.4,437,612,71.4,1592,45.2,603,40,34.4,395,12.7,370,11.9,1009,32.5,977,31.5,1,746,171,5.5,571,18.4,,
70,Drexel,71,30,2064,68.8,2020,67.3,1.5,53.3,474,669,70.9,1707,42.1,491,31,30.8,353,11.8,255,8.5,1071,35.7,1097,36.6,-0.9,756,137,4.6,638,21.3,,
71,Duke,72,33,2611,79.1,2209,66.9,12.2,76.5,552,759,72.7,1895,46.6,750,39,30.2,481,14.6,316,9.6,1138,34.5,1071,32.5,2,744,231,7.0,630,19.1,,
72,Duquesne,73,30,2200,73.3,2211,73.7,-0.4,43.3,480,717,66.9,1699,44.2,600,36,39.3,457,15.2,331,11.0,1060,35.3,1058,35.3,0.1,737,175,5.8,540,18.0,,
73,East Carolina,74,33,2418,73.3,2338,70.8,2.4,51.5,555,780,71.2,1783,44.3,763,37,31.7,450,13.6,385,11.7,1122,34.0,1177,35.7,-1.7,778,209,6.3,575,17.4,,
74,Eastern Ill.,75,30,2030,67.7,2206,73.5,-5.9,36.7,472,660,71.5,1598,44,476,32,39.1,359,12.0,399,13.3,971,32.4,988,32.9,-0.6,656,171,5.7,576,19.2,,
75,Eastern Ky.,76,33,2608,79,2331,70.6,8.4,72.7,587,782,75.1,1753,49,776,39,35.8,484,14.7,352,10.7,865,26.2,1067,32.3,-6.1,630,291,8.8,686,20.8,,
76,Eastern Mich.,77,35,2307,65.9,2147,61.3,4.6,60,572,845,67.7,1906,40.9,573,31,30.6,376,10.7,417,11.9,1259,36.0,1355,38.7,-2.7,850,290,8.3,652,18.6,,
77,Eastern Wash.,78,31,2362,76.2,2329,75.1,1.1,48.4,485,700,69.3,1791,45.4,677,37,34.5,417,13.5,373,12.0,1133,36.5,1088,35.1,1.5,804,147,4.7,603,19.5,,
78,Elon,79,32,2392,74.8,2281,71.3,3.5,56.3,462,639,72.3,1789,46.8,683,37,33.5,442,13.8,386,12.1,1086,33.9,1113,34.8,-0.8,796,161,5.0,576,18.0,,
79,ETSU,80,33,2533,76.8,2514,76.2,0.6,54.5,625,836,74.8,1913,43,719,36,32.8,405,12.3,394,11.9,1147,34.8,1253,38,-3.2,808,253,7.7,660,20.0,,
80,Evansville,81,33,2290,69.4,2383,72.2,-2.8,42.4,596,830,71.8,1672,46.4,398,36,35.6,485,14.7,423,12.8,1057,32.0,1126,34.1,-2.1,781,166,5.0,623,18.9,,
81,Fairfield,82,32,2030,63.4,2240,70,-6.6,21.9,416,607,68.5,1753,39.8,660,33,34.6,360,11.3,469,14.7,1134,35.4,1133,35.4,0,778,141,4.4,734,22.9,,
82,Fairleigh Dickinson,83,31,2157,69.6,2358,76.1,-6.5,32.3,447,621,72,1766,42,636,36,37,339,10.9,364,11.7,980,31.6,1177,38,-6.4,652,209,6.7,660,21.3,,
83,FGCU,84,34,2451,72.1,2281,67.1,5,64.7,471,699,67.4,1905,46.9,589,33,34.5,438,12.9,441,13.0,1250,36.8,1151,33.9,2.9,911,195,5.7,611,18.0,,
84,FIU,85,31,2128,68.6,2170,70,-1.4,48.4,468,698,67,1681,44.9,481,32,32.6,336,10.8,436,14.1,1118,36.1,1071,34.5,1.5,760,221,7.1,560,18.1,,
85,Fla. Atlantic,86,32,2120,66.3,2192,68.5,-2.3,31.3,416,647,64.3,1761,42.4,629,33,32.7,380,11.9,417,13.0,1181,36.9,1134,35.4,1.5,785,151,4.7,600,18.8,,
86,Florida,87,34,2405,70.7,1970,57.9,12.8,94.1,514,778,66.1,1794,46.2,633,37,33.3,454,13.4,385,11.3,1213,35.7,1049,30.9,4.8,816,245,7.2,551,16.2,,
87,Florida A&M,88,32,2281,71.3,2370,74.1,-2.8,43.8,450,688,65.4,2010,40.2,637,33,33,360,11.3,466,14.6,1254,39.2,1281,40,-0.8,779,237,7.4,768,24.0,,
88,Florida St.,89,32,2253,70.4,2107,65.8,4.6,59.4,532,736,72.3,1674,46.5,447,37,32.4,350,10.9,447,14.0,1111,34.7,1089,34,0.7,763,191,6.0,579,18.1,,
89,Fordham,90,31,2224,71.7,2419,78,-6.3,32.3,476,649,73.3,1942,39.3,719,31,35.7,379,12.2,353,11.4,1152,37.2,1208,39,-1.8,704,207,6.7,616,19.9,,
90,Fort Wayne,91,34,2582,75.9,2358,69.4,6.6,70.6,509,764,66.6,1846,48.9,683,39,35.1,488,14.4,423,12.4,1152,33.9,1024,30.1,3.8,800,234,6.9,568,16.7,,
91,Fresno St.,92,33,2419,73.3,2356,71.4,1.9,51.5,532,734,72.5,1877,43.5,715,35,31.5,406,12.3,320,9.7,1132,34.3,1222,37,-2.7,815,213,6.5,638,19.3,,
92,Furman,93,30,1955,65.2,2196,73.2,-8,30,431,633,68.1,1539,44.2,492,33,37.6,288,9.6,407,13.6,939,31.3,1038,34.6,-3.3,670,147,4.9,509,17.0,,
93,Ga. Southern,94,34,2406,70.8,2395,70.4,0.3,44.1,484,731,66.2,1927,43.6,716,34,34.1,327,9.6,405,11.9,1197,35.2,1200,35.3,-0.1,825,233,6.9,589,17.3,,
94,Gardner-Webb,95,33,2425,73.5,2309,70,3.5,54.5,554,805,68.8,1895,44.7,516,34,32.4,498,15.1,405,12.3,1183,35.8,1131,34.3,1.6,782,252,7.6,607,18.4,,
95,George Mason,96,31,2154,69.5,2233,72,-2.5,35.5,489,690,70.9,1719,44,435,35,33.5,339,10.9,421,13.6,1071,34.5,1042,33.6,0.9,732,163,5.3,649,20.9,,
96,George Washington,97,32,2349,73.4,2140,66.9,6.5,75,536,820,65.4,1756,46.4,502,37,31.4,453,14.2,418,13.1,1196,37.4,1077,33.7,3.7,818,226,7.1,579,18.1,,
97,Georgetown,98,31,2177,70.2,2089,67.4,2.8,54.8,515,719,71.6,1630,46,502,33,32.5,407,13.1,368,11.9,1041,33.6,1021,32.9,0.6,727,183,5.9,677,21.8,,
