,Team name,Team ID,Games,PTS,PPG,OPP PTS,OPP PPG,SCR MAR,Win %,FT,FTA,FTPG,FT%,FGA,FGPG,FG%,3FGA,3FGPG,3FG%,Opp 3FG%,AST,APG,TO,TOPG,REB,RPG,OPP REB,OPP RPG,REB MAR,DREB,ST,STPG,Fouls,PFPG
160,Massachusetts,161,32,2350,73.4,2295,71.7,1.7,65.6,489,683,21.3,71.6,1872,58.5,43.6,673,21.0,34,32.2,466,14.6,457,14.3,1183,37,1173,36.7,0.3,#N/A,236,7.4,617,19.3
161,McNeese,162,31,2055,66.3,2172,70.1,-3.8,45.2,353,549,17.7,64.3,1847,59.6,41.7,485,15.6,33,32.5,380,12.3,375,12.1,1090,35.2,1219,39.3,-4.2,#N/A,243,7.8,532,17.2
162,Memphis,163,34,2579,75.9,2213,65.1,10.8,88.2,495,743,21.9,66.6,1958,57.6,47.9,554,16.3,37.9,33.5,585,17.2,497,14.6,1285,37.8,1117,32.9,4.9,#N/A,305,9,615,18.1
163,Mercer,164,34,2225,65.4,1978,58.2,7.3,67.6,468,618,18.2,75.7,1743,51.3,43.3,706,20.8,35.3,33.1,481,14.1,434,12.8,1100,32.4,1082,31.8,0.5,#N/A,235,6.9,601,17.7
164,Miami (FL),165,33,2307,69.9,2002,60.7,9.2,81.8,428,632,19.2,67.7,1798,54.5,46,628,19.0,35.8,32.6,372,11.3,360,10.9,1180,35.8,1073,32.5,3.2,#N/A,209,6.3,486,14.7
165,Miami (OH),166,31,1954,63,2128,68.6,-5.6,29,402,591,19.1,68,1598,51.5,43,537,17.3,33.1,37.2,379,12.2,441,14.2,910,29.4,1057,34.1,-4.7,#N/A,258,8.3,558,18
166,Michigan,167,33,2480,75.2,2076,62.9,12.2,78.8,387,547,16.6,70.7,1908,57.8,48.4,645,19.5,38.3,33,471,14.3,304,9.2,1159,35.1,1062,32.2,2.9,#N/A,198,6,430,13
167,Michigan St.,168,33,2252,68.2,1956,59.3,9,75.8,468,653,19.8,71.7,1761,53.4,46,0,0.0,0,30.1,438,13.3,443,13.4,1230,37.3,1008,30.5,6.7,#N/A,267,8.1,525,15.9
168,Middle Tenn.,169,33,2351,71.2,1907,57.8,13.5,84.8,522,753,22.8,69.3,1783,54.0,46.3,468,14.2,37.8,29.6,467,14.2,455,13.8,1215,36.8,1016,30.8,6,#N/A,234,7.1,680,20.6
169,Milwaukee,170,32,2005,62.7,2264,70.8,-8.1,25,432,632,19.8,68.4,1741,54.4,38.8,708,22.1,31.5,32,350,10.9,453,14.2,1064,33.3,1214,37.9,-4.7,#N/A,172,5.4,523,16.3
170,Minnesota,171,32,2190,68.4,1974,61.7,6.8,62.5,495,723,22.6,68.5,1727,54.0,44.2,512,16.0,32.6,33.9,473,14.8,442,13.8,1243,38.8,980,30.6,8.2,#N/A,242,7.6,561,17.5
171,Mississippi St.,172,32,1940,60.6,2224,69.5,-8.9,31.3,449,683,21.3,65.7,1672,52.3,40.1,nan,0.0,nan,33.2,321,10,545,17,1065,33.3,1191,37.2,-3.9,#N/A,257,8,519,16.2
172,Mississippi Val.,173,28,1765,63,2069,73.9,-10.9,17.9,410,633,22.6,64.8,1604,57.3,37,557,19.9,30.3,35.4,271,9.7,427,15.3,948,33.9,1112,39.7,-5.9,#N/A,198,7.1,564,20.1
173,Missouri,174,33,2516,76.2,2184,66.2,10.1,69.7,508,687,20.8,73.9,1958,59.3,46,612,18.5,34,32.9,460,13.9,437,13.2,1367,41.4,1051,31.8,9.6,#N/A,223,6.8,543,16.5
174,Missouri St.,175,33,1966,59.6,2136,64.7,-5.2,33.3,391,584,17.7,67,1721,52.2,40.6,602,18.2,29.7,32.9,334,10.1,336,10.2,981,29.7,1130,34.2,-4.5,#N/A,156,4.7,584,17.7
175,Monmouth,176,31,2009,64.8,2252,72.6,-7.8,32.3,410,581,18.7,70.6,1800,58.1,39.7,545,17.6,31,36,377,12.2,460,14.8,1012,32.6,1184,38.2,-5.5,#N/A,273,8.8,631,20.4
176,Montana,177,31,2204,71.1,2015,65,6.1,80.6,491,639,20.6,76.8,1581,51.0,47.4,558,18.0,38.5,33.3,400,12.9,374,12.1,966,31.2,1004,32.4,-1.2,#N/A,182,5.9,521,16.8
177,Montana St.,178,30,2118,70.6,2181,72.7,-2.1,43.3,450,626,20.9,71.9,1717,57.2,42.7,599,20.0,33.7,38,339,11.3,353,11.8,965,32.2,1034,34.5,-2.3,#N/A,238,7.9,536,17.9
178,Morehead St.,179,33,2396,72.6,2408,73,-0.4,45.5,511,739,22.4,69.1,1934,58.6,43.5,626,19.0,32.1,36,489,14.8,573,17.4,1223,37.1,1027,31.1,5.9,#N/A,295,8.9,815,24.7
179,Morgan St.,180,32,2162,67.6,2094,65.4,2.1,53.1,417,708,22.1,58.9,1807,56.5,44.6,nan,0.0,nan,30.6,410,12.8,487,15.2,1189,37.2,1139,35.6,1.6,#N/A,206,6.4,568,17.8
180,Mt. St. Mary's,181,32,2233,69.8,2289,71.5,-1.8,56.3,403,578,18.1,69.7,1813,56.7,42.9,811,25.3,33.8,39.1,389,12.2,398,12.4,937,29.3,1115,34.8,-5.6,#N/A,269,8.4,623,19.5
181,Murray St.,182,31,2257,72.8,2071,66.8,6,67.7,462,669,21.6,69.1,1716,55.4,45.2,701,22.6,34.7,33.1,397,12.8,433,14,1112,35.9,1049,33.8,2,#N/A,210,6.8,536,17.3
182,N.C. A&T,183,35,2178,62.2,2140,61.1,1.1,54.3,513,780,22.3,65.8,1834,52.4,39.9,673,19.2,29.9,31.8,388,11.1,529,15.1,1240,35.4,1289,36.8,-1.4,#N/A,248,7.1,679,19.4
183,N.C. Central,184,31,2079,67.1,1758,56.7,10.4,71,499,680,21.9,73.4,1536,49.5,46,483,15.6,34.8,28.9,436,14.1,444,14.3,1014,32.7,946,30.5,2.2,#N/A,236,7.6,548,17.7
184,Navy,185,31,1709,55.1,1888,60.9,-5.8,25.8,281,448,14.5,62.7,1605,51.8,39.1,528,17.0,32.6,31.9,364,11.7,351,11.3,921,29.7,1110,35.8,-6.1,#N/A,183,5.9,525,16.9
185,NC State,186,34,2636,77.5,2382,70.1,7.5,70.6,544,797,23.4,68.3,1935,56.9,49.4,458,13.5,39.3,29.9,497,14.6,420,12.4,1252,36.8,1152,33.9,2.9,#N/A,224,6.6,521,15.3
186,Nebraska,187,33,1923,58.3,2094,63.5,-5.2,45.5,342,494,15.0,69.2,1741,52.8,40.7,537,16.3,30.7,33.4,325,9.8,352,10.7,1041,31.5,1161,35.2,-3.6,#N/A,167,5.1,571,17.3
187,Nevada,188,31,2092,67.5,2229,71.9,-4.4,38.7,503,690,22.3,72.9,1671,53.9,42.1,595,19.2,30.8,37.3,351,11.3,396,12.8,1028,33.2,1082,34.9,-1.7,#N/A,172,5.5,591,19.1
188,New Hampshire,189,29,1745,60.2,1819,62.7,-2.6,31,348,545,18.8,63.9,1566,54.0,38.9,581,20.0,30.8,28.1,304,10.5,351,12.1,1009,34.8,1069,36.9,-2.1,#N/A,169,5.8,498,17.2
189,New Mexico,190,34,2293,67.4,2052,60.4,7.1,85.3,581,805,23.7,72.2,1759,51.7,42.5,615,18.1,35.4,34.3,497,14.6,391,11.5,1198,35.2,1125,33.1,2.1,#N/A,208,6.1,525,15.4
190,New Mexico St.,191,34,2311,68,2111,62.1,5.9,70.6,546,832,24.5,65.6,1767,52.0,46.1,0,0.0,0,33.1,391,11.5,490,14.4,1278,37.6,1059,31.1,6.4,#N/A,189,5.6,513,15.1
191,New Orleans,192,26,1791,68.9,1958,75.3,-6.4,30.8,368,557,21.4,66.1,1513,58.2,44,nan,0.0,nan,33.9,359,13.8,461,17.7,909,35,982,37.8,-2.8,#N/A,224,8.6,531,20.4
192,Niagara,193,32,2366,73.9,2293,71.7,2.3,59.4,505,734,22.9,68.8,1917,59.9,42.5,712,22.3,32.7,36.4,417,13,368,11.5,1134,35.4,1186,37.1,-1.6,#N/A,258,8.1,638,19.9
193,Nicholls St.,194,30,2020,67.3,2187,72.9,-5.6,30,435,651,21.7,66.8,1627,54.2,43.8,521,17.4,30.5,36.5,377,12.6,414,13.8,949,31.6,1072,35.7,-4.1,#N/A,190,6.3,563,18.8
194,NJIT,195,29,2042,70.4,1869,64.4,6,55.2,455,678,23.4,67.1,1667,57.5,42.1,495,17.1,37,32.6,374,12.9,424,14.6,1137,39.2,1041,35.9,3.3,#N/A,253,8.7,567,19.6
195,Norfolk St.,196,32,2132,66.6,2095,65.5,1.2,65.6,456,712,22.3,64,1798,56.2,42,513,16.0,32.4,29.1,386,12.1,463,14.5,1154,36.1,1204,37.6,-1.6,#N/A,235,7.3,590,18.4
196,North Carolina,197,34,2624,77.2,2351,69.1,8,70.6,415,618,18.2,67.2,2199,64.7,44.4,681,20.0,37.4,35,588,17.3,414,12.2,1323,38.9,1241,36.5,2.4,#N/A,278,8.2,505,14.9
197,North Dakota,198,32,2156,67.4,2166,67.7,-0.3,50,446,629,19.7,70.9,1779,55.6,42.4,587,18.3,34.4,33.2,376,11.8,406,12.7,1091,34.1,1153,36,-1.9,#N/A,249,7.8,520,16.3
