Team name,Team ID,Games,PTS,PPG,OPP PTS,OPP PPG,SCR MAR,Win %,FT,FTA,FTPG,FT%,FGA,FGPG,FG%,3FGA,3FGPG,3FG%,Opp 3FG%,AST,APG,TO,TOPG,REB,RPG,OPP REB,OPP RPG,REB MAR,DREB,ST,STPG,Fouls,PFPG
Chicago St.,47,29,2110,72.8,2252,77.7,-4.9,31,391,549,13.5,71.2,1724,59.4,44.3,528,18.2,36.2,0,384,13.241,410,14.138,940,32.4,1062,36.6,-4.2,0,243,8.4,578,19.9
Cincinnati,48,30,1937,64.6,2032,67.7,-3.2,36.7,341,516,11.4,66.1,1739,58.0,40.5,604,20.1,30.8,0,376,12.533,379,12.633,1005,33.5,997,33.2,0.3,0,230,7.7,565,18.8
Clemson,49,31,2268,73.2,2025,65.3,7.8,67.7,299,512,9.6,58.4,1881,60.7,46.7,623,20.1,33.9,0,482,15.548,431,13.903,1084,35,1037,33.5,1.5,0,295,9.5,521,16.8
Cleveland St.,50,31,1974,63.7,2129,68.7,-5,32.3,398,558,12.8,71.3,1752,56.5,39.3,648,20.9,30.6,0,360,11.613,420,13.548,1026,33.1,1136,36.6,-3.5,0,231,7.5,606,19.5
Coastal Caro.,51,30,2231,74.4,2141,71.4,3,50,354,528,11.8,67,1821,60.7,45.6,643,21.4,33.7,0,497,16.567,451,15.033,1048,34.9,1025,34.2,0.8,0,277,9.2,566,18.9
Col. of Charleston,52,33,2290,69.4,2166,65.6,3.8,66.7,378,557,11.5,67.9,1846,55.9,45.1,716,21.7,34.6,0,462,14,494,14.97,1187,36,1188,36,0,0,210,6.4,516,15.6
Colgate,53,29,1652,57,1771,61.1,-4.1,34.5,365,531,12.6,68.7,1433,49.4,39.8,463,16.0,31.7,0,274,9.4483,440,15.172,917,31.6,942,32.5,-0.9,0,178,6.1,501,17.3
Colorado,54,27,1867,69.1,2163,80.1,-11,25.9,389,598,14.4,65.1,1576,58.4,42,500,18.5,30.8,0,359,13.296,472,17.481,998,37,988,36.6,0.4,0,185,6.9,572,21.2
Colorado St.,55,30,2178,72.6,2130,71,1.6,56.7,479,673,16.0,71.2,1573,52.4,48.8,438,14.6,37.2,0,413,13.767,526,17.533,1056,35.2,890,29.7,5.5,0,215,7.2,615,20.5
Columbia,56,28,1842,65.8,1789,63.9,1.9,57.1,352,478,12.6,73.6,1406,50.2,45.9,497,17.8,40.2,0,377,13.464,410,14.643,914,32.6,799,28.5,4.1,0,153,5.5,552,19.7
Coppin St.,57,32,1972,61.6,2256,70.5,-8.9,37.5,415,639,13.0,64.9,1755,54.8,39.7,569,17.8,29,0,304,9.5,441,13.781,995,31.1,1246,38.9,-7.8,0,207,6.5,611,19.1
Cornell,58,28,1856,66.3,1792,64,2.3,57.1,376,501,13.4,75,1371,49.0,46.8,500,17.9,39.6,0,367,13.107,415,14.821,882,31.5,852,30.4,1.1,0,161,5.8,484,17.3
Creighton,59,32,2149,67.2,1934,60.4,6.7,68.8,527,698,16.5,75.5,1591,49.7,44.6,588,18.4,34.4,0,429,13.406,411,12.844,1049,32.8,971,30.3,2.4,0,200,6.3,535,16.7
CSUN,61,31,2340,75.5,2353,75.9,-0.4,45.2,510,716,16.5,71.2,1852,59.7,44.9,509,16.4,33,0,453,14.613,592,19.097,1204,38.8,991,32,6.9,0,278,9,771,24.9
Dartmouth,62,27,1591,58.9,1816,67.3,-8.3,33.3,276,393,10.2,70.2,1433,53.1,41.8,0,0.0,0,0,305,11.296,354,13.111,788,29.2,927,34.3,-5.1,0,176,6.5,549,20.3
Davidson,63,33,2695,81.7,2254,68.3,13.4,87.9,487,649,14.8,75,2087,63.2,45.3,851,25.8,37.4,0,542,16.424,478,14.485,1343,40.7,1102,33.4,7.3,0,259,7.8,585,17.7
Dayton,64,31,2075,66.9,2051,66.2,0.8,61.3,405,583,13.1,69.5,1654,53.4,44.6,515,16.6,38.1,0,384,12.387,438,14.129,1024,33,1013,32.7,0.4,0,146,4.7,604,19.5
Delaware,65,31,1874,60.5,2164,69.8,-9.4,16.1,402,560,13.0,71.8,1580,51.0,40.4,589,19.0,32.9,0,334,10.774,400,12.903,890,28.7,1076,34.7,-6,0,169,5.5,573,18.5
Delaware St.,66,33,1981,60,1928,58.4,1.6,63.6,390,527,11.8,74,1565,47.4,44.1,617,18.7,34.2,0,388,11.758,401,12.152,917,27.8,944,28.6,-0.8,0,203,6.2,528,16
Denver,67,29,1855,64,2194,75.7,-11.7,13.8,390,540,13.4,72.2,1572,54.2,39.9,600,20.7,35.2,0,348,12,434,14.966,940,32.4,1107,38.2,-5.8,0,140,4.8,495,17.1
DePaul,68,31,2096,67.6,1964,63.4,4.3,58.1,322,490,10.4,65.7,1742,56.2,45.4,578,18.6,33.6,0,433,13.968,363,11.71,1100,35.5,1042,33.6,1.9,0,192,6.2,515,16.6
Detroit Mercy,69,30,1913,63.8,2002,66.7,-3,36.7,326,500,10.9,65.2,1599,53.3,44,554,18.5,32.7,0,382,12.733,382,12.733,996,33.2,934,31.1,2.1,0,171,5.7,535,17.8
Drake,70,32,2398,74.9,2374,74.2,0.8,53.1,564,794,17.6,71,1822,56.9,45,589,18.4,32.9,0,489,15.281,440,13.75,1166,36.4,1007,31.5,5,0,254,7.9,567,17.7
Drexel,71,31,2071,66.8,1876,60.5,6.3,74.2,490,708,15.8,69.2,1591,51.3,44.2,521,16.8,33.6,0,381,12.29,431,13.903,1051,33.9,1012,32.6,1.3,0,260,8.4,563,18.2
Duke,72,32,2246,70.2,1968,61.5,8.7,68.8,461,666,14.4,69.2,1696,53.0,46.9,509,15.9,38.3,0,422,13.188,492,15.375,1123,35.1,973,30.4,4.7,0,236,7.4,558,17.4
Duquesne,73,29,2271,78.3,2450,84.5,-6.2,34.5,422,568,14.6,74.3,1833,63.2,43.9,722,24.9,33.1,0,465,16.034,433,14.931,940,32.4,1105,38.1,-5.7,0,217,7.5,566,19.5
East Carolina,74,30,1779,59.3,2025,67.5,-8.2,20,317,548,10.6,57.8,1599,53.3,39.7,602,20.1,31.9,0,370,12.333,421,14.033,1026,34.2,1116,37.2,-3,0,184,6.1,554,18.5
Eastern Ill.,75,30,1832,61.1,1988,66.3,-5.2,33.3,397,547,13.2,72.6,1587,52.9,40.8,0,0.0,0,0,358,11.933,416,13.867,1030,34.3,998,33.3,1.1,0,167,5.6,566,18.9
Eastern Ky.,76,32,2086,65.2,2003,62.6,2.6,65.6,320,469,10.0,68.2,1632,51.0,46.2,736,23.0,35.1,0,463,14.469,430,13.438,914,28.6,1024,32,-3.4,0,251,7.8,436,13.6
Eastern Mich.,77,32,2039,63.7,2207,69,-5.3,40.6,400,583,12.5,68.6,1664,52.0,42,671,21.0,35.9,0,374,11.688,570,17.812,1049,32.8,1051,32.8,-0.1,0,220,6.9,632,19.8
Eastern Wash.,78,29,2443,84.2,2394,82.6,1.7,51.7,561,762,19.3,73.6,1708,58.9,49.5,563,19.4,33.7,0,514,17.724,446,15.379,1010,34.8,1009,34.8,0,0,207,7.1,560,19.3
Elon,79,30,1874,62.5,2112,70.4,-7.9,23.3,327,483,10.9,67.7,1642,54.7,41.7,541,18.0,33.1,0,334,11.133,436,14.533,1002,33.4,1086,36.2,-2.8,0,188,6.3,575,19.2
ETSU,80,33,2429,73.6,2223,67.4,6.2,72.7,463,642,14.0,72.1,1920,58.2,45.8,590,17.9,35.3,0,527,15.97,557,16.879,1210,36.7,1197,36.3,0.4,0,328,9.9,662,20.1
Evansville,81,31,2131,68.7,2113,68.2,0.6,45.2,497,678,16.0,73.3,1539,49.6,45.7,573,18.5,39.8,0,429,13.839,399,12.871,959,30.9,1014,32.7,-1.8,0,148,4.8,598,19.3
Fairfield,82,32,1996,62.4,2070,64.7,-2.3,40.6,459,648,14.3,70.8,1652,51.6,41,562,17.6,32.6,0,409,12.781,472,14.75,1025,32,1016,31.8,0.3,0,223,7,613,19.2
Fairleigh Dickinson,83,30,2193,73.1,2254,75.1,-2,46.7,430,619,14.3,69.5,1826,60.9,42.9,604,20.1,32.3,0,389,12.967,400,13.333,1075,35.8,1095,36.5,-0.7,0,190,6.3,531,17.7
FIU,85,29,1920,66.2,2077,71.6,-5.4,41.4,376,574,13.0,65.5,1620,55.9,42,553,19.1,32.9,0,340,11.724,444,15.31,990,34.1,1004,34.6,-0.5,0,197,6.8,541,18.7
Fla. Atlantic,86,31,2321,74.9,2419,78,-3.2,51.6,462,666,14.9,69.4,1706,55.0,48.9,519,16.7,36.8,0,475,15.323,476,15.355,1024,33,1036,33.4,-0.4,0,208,6.7,628,20.3
Florida,87,34,2697,79.3,2093,61.6,17.8,85.3,511,751,15.0,68,1843,54.2,52.7,598,17.6,40.8,0,536,15.765,476,14,1264,37.2,1014,29.8,7.4,0,241,7.1,533,15.7
Florida A&M,88,34,2398,70.5,2390,70.3,0.2,61.8,559,837,16.4,66.8,1817,53.4,45,564,16.6,36.3,0,464,13.647,610,17.941,1249,36.7,1128,33.2,3.6,0,239,7,622,18.3
Florida St.,89,32,2372,74.1,2201,68.8,5.3,62.5,467,608,14.6,76.8,1790,55.9,47.2,578,18.1,37.2,0,394,12.312,460,14.375,1017,31.8,1014,31.7,0.1,0,249,7.8,569,17.8
Fordham,90,30,1964,65.5,1925,64.2,1.3,60,418,624,13.9,67,1556,51.9,43.6,526,17.5,35.7,0,409,13.633,426,14.2,949,31.6,1031,34.4,-2.7,0,220,7.3,579,19.3
Fort Wayne,91,29,1982,68.3,2029,70,-1.6,41.4,355,522,12.2,68,1565,54.0,44.7,602,20.8,37.7,0,445,15.345,421,14.517,906,31.2,1012,34.9,-3.7,0,198,6.8,563,19.4
Fresno St.,92,31,2205,71.1,2030,65.5,5.6,71,442,682,14.3,64.8,1776,57.3,41.6,841,27.1,33.9,0,441,14.226,416,13.419,1201,38.7,1293,41.7,-3,0,178,5.7,506,16.3
Furman,93,31,2102,67.8,2127,68.6,-0.8,48.4,377,516,12.2,73.1,1676,54.1,44.3,639,20.6,37.4,0,444,14.323,459,14.806,1004,32.4,1015,32.7,-0.4,0,205,6.6,579,18.7
Ga. Southern,94,31,2144,69.2,2116,68.3,0.9,48.4,360,593,11.6,60.7,1802,58.1,45.3,0,0.0,0,0,435,14.032,512,16.516,1159,37.4,1058,34.1,3.3,0,213,6.9,614,19.8
Gardner-Webb,95,30,1902,63.4,2163,72.1,-8.7,30,292,461,9.7,63.3,1652,55.1,41.4,699,23.3,34.6,0,405,13.5,482,16.067,961,32,1104,36.8,-4.8,0,217,7.2,576,19.2
George Mason,96,33,2090,63.3,1951,59.1,4.2,54.5,319,496,9.7,64.3,1708,51.8,46.3,559,16.9,34.2,0,463,14.03,405,12.273,1077,32.6,1001,30.3,2.3,0,195,5.9,491,14.9
George Washington,97,31,2203,71.1,1990,64.2,6.9,74.2,413,586,13.3,70.5,1751,56.5,46.3,451,14.5,37.3,0,456,14.71,424,13.677,1054,34,1024,33,1,0,289,9.3,587,18.9
Georgetown,98,32,2191,68.5,1820,56.9,11.6,81.3,422,588,13.2,71.8,1548,48.4,50.6,549,17.2,36.6,0,459,14.344,440,13.75,1065,33.3,881,27.5,5.8,0,167,5.2,528,16.5
Georgia,99,31,2337,75.4,2118,68.3,7.1,58.1,355,533,11.5,66.6,1882,60.7,46.2,651,21.0,37.5,0,459,14.806,488,15.742,1186,38.3,1005,32.4,5.8,0,277,8.9,540,17.4
Georgia St.,100,31,1993,64.3,2226,71.8,-7.5,35.5,443,675,14.3,65.6,1595,51.5,42.9,495,16.0,36.4,0,339,10.935,491,15.839,1047,33.8,1092,35.2,-1.5,0,177,5.7,515,16.6
Georgia Tech,101,31,2452,79.1,2155,69.5,9.6,64.5,434,635,14.0,68.3,1848,59.6,49.2,529,17.1,37.4,0,480,15.484,492,15.871,1125,36.3,938,30.3,6,0,310,10,642,20.7
Gonzaga,102,33,2611,79.1,2313,70.1,9,69.7,560,746,17.0,75.1,1876,56.8,48.7,564,17.1,39.5,0,478,14.485,463,14.03,1241,37.6,1094,33.2,4.5,0,206,6.2,637,19.3
Grambling,103,26,1669,64.2,1824,70.2,-6,46.2,351,527,13.5,66.6,1489,57.3,40,0,0.0,0,0,274,10.538,437,16.808,957,36.8,973,37.4,-0.6,0,156,6,509,19.6
Green Bay,105,33,2232,67.6,2173,65.8,1.8,54.5,530,697,16.1,76,1730,52.4,43.1,549,16.6,38.3,0,371,11.242,385,11.667,1088,33,1093,33.1,-0.2,0,172,5.2,548,16.6
Hampton,106,31,2113,68.2,2128,68.6,-0.5,48.4,488,737,15.7,66.2,1683,54.3,42.3,664,21.4,30.3,0,366,11.806,389,12.548,1116,36,1050,33.9,2.1,0,285,9.2,720,23.2
Hartford,107,31,1925,62.1,2029,65.5,-3.4,41.9,399,591,12.9,67.5,1613,52.0,40.9,705,22.7,29.2,0,348,11.226,452,14.581,925,29.8,1100,35.5,-5.6,0,263,8.5,598,19.3
Harvard,108,28,2025,72.3,2168,77.4,-5.1,42.9,497,655,17.8,75.9,1572,56.1,44.3,0,0.0,0,0,317,11.321,540,19.286,913,32.6,931,33.3,-0.6,0,192,6.9,471,16.8
Hawaii,109,31,2245,72.4,2062,66.5,5.9,58.1,453,621,14.6,72.9,1772,57.2,45.9,484,15.6,34.3,0,539,17.387,497,16.032,1181,38.1,1043,33.6,4.5,0,201,6.5,581,18.7
High Point,110,32,2406,75.2,2201,68.8,6.4,68.8,418,616,13.1,67.9,1910,59.7,46.5,609,19.0,34.5,0,530,16.562,363,11.344,1177,36.8,1152,36,0.8,0,220,6.9,621,19.4
Hofstra,111,31,2268,73.2,2149,69.3,3.8,71,479,684,15.5,70,1699,54.8,45.4,596,19.2,41.1,0,371,11.968,501,16.161,1032,33.3,1043,33.6,-0.4,0,183,5.9,591,19.1
Holy Cross,112,33,2120,64.2,1893,57.4,6.9,75.8,482,656,14.6,73.5,1653,50.1,43.8,533,16.2,35.6,0,453,13.727,383,11.606,1061,32.2,917,27.8,4.4,0,315,9.5,598,18.1
Houston,113,33,2415,73.2,2328,70.5,2.6,54.5,457,639,13.8,71.5,2068,62.7,39.4,1009,30.6,32.7,0,378,11.455,503,15.242,1155,35,1338,40.5,-5.5,0,276,8.4,668,20.2
Howard,115,31,2009,64.8,2232,72,-7.2,29,417,638,13.5,65.4,1596,51.5,42.5,608,19.6,38.8,0,375,12.097,458,14.774,939,30.3,1093,35.3,-5,0,161,5.2,548,17.7
Idaho,116,31,1907,61.5,2307,74.4,-12.9,12.9,346,511,11.2,67.7,1717,55.4,38.9,685,22.1,32.8,0,312,10.065,405,13.065,976,31.5,1230,39.7,-8.2,0,149,4.8,587,18.9
Idaho St.,117,30,2012,67.1,2025,67.5,-0.4,43.3,396,566,13.2,70,1565,52.2,44.2,599,20.0,38.7,0,353,11.767,396,13.2,1030,34.3,984,32.8,1.5,0,179,6,499,16.6
Ill.-Chicago,118,32,2224,69.5,2257,70.5,-1,43.8,441,612,13.8,72.1,1875,58.6,41.4,619,19.3,37.3,0,421,13.156,470,14.688,1169,36.5,1149,35.9,0.6,0,212,6.6,559,17.5
Illinois,119,34,2193,64.5,1943,57.1,7.4,67.6,416,665,12.2,62.6,1785,52.5,43.2,674,19.8,34.9,0,476,14,468,13.765,1194,35.1,1027,30.2,4.9,0,202,5.9,582,17.1
Illinois St.,120,31,2068,66.7,2016,65,1.7,48.4,359,557,11.6,64.5,1624,52.4,45.4,640,20.6,36.4,0,463,14.935,371,11.968,999,32.2,990,31.9,0.3,0,215,6.9,572,18.5
Indiana,122,30,2127,70.9,1865,62.2,8.7,66.7,403,566,13.4,71.2,1645,54.8,45.2,620,20.7,38.4,0,401,13.367,388,12.933,999,33.3,936,31.2,2.1,0,199,6.6,624,20.8
Indiana St.,123,31,1908,61.5,2034,65.6,-4.1,41.9,426,602,13.7,70.8,1589,51.3,39.9,623,20.1,34.3,0,329,10.613,536,17.29,991,32,1057,34.1,-2.1,0,157,5.1,579,18.7
Iona,124,30,1758,58.6,2096,69.9,-11.3,54.8,356,617,11.9,57.7,1583,52.8,40.8,0,0.0,0,0,308,10.267,417,13.9,1047,34.9,1064,35.5,-0.6,0,180,6,611,20.4
Iowa,125,31,2121,68.4,2035,65.6,2.8,48.4,448,602,14.5,74.4,1684,54.3,43.9,540,17.4,36.1,0,451,14.548,458,14.774,1027,33.1,1057,34.1,-1,0,211,6.8,562,18.1
Iowa St.,126,31,1972,63.6,2027,65.4,-1.8,50,377,540,12.2,69.8,1705,55.0,40.8,627,20.2,32.4,0,362,11.677,399,12.871,1118,36.1,1066,34.4,1.7,0,141,4.5,510,16.5
IUPUI,127,30,2039,68,2026,67.5,0.4,61.8,464,615,15.5,75.4,1618,53.9,42,577,19.2,37.6,0,340,11.333,529,17.633,1007,33.6,945,31.5,2.1,0,189,6.3,527,17.6
Jackson St.,128,34,2421,71.2,2460,72.4,-1.1,51.7,527,745,15.5,70.7,2038,59.9,41.9,598,17.6,31.4,0,459,13.5,481,14.147,1231,36.2,1280,37.6,-1.4,0,281,8.3,704,20.7
Jacksonville,129,29,2125,73.3,2189,75.5,-2.2,30,432,607,14.9,71.2,1735,59.8,43.7,546,18.8,32.1,0,409,14.103,422,14.552,1040,35.9,1000,34.5,1.4,0,252,8.7,596,20.6
Jacksonville St.,130,30,1999,66.6,2146,71.5,-4.9,23.3,363,539,12.1,67.3,1696,56.5,43.1,547,18.2,31.8,0,416,13.867,420,14,1037,34.6,1086,36.2,-1.6,0,216,7.2,596,19.9
James Madison,131,30,1919,64,2178,72.6,-8.6,88.2,405,606,13.5,66.8,1546,51.5,43.6,493,16.4,33.7,0,348,11.6,476,15.867,902,30.1,937,31.2,-1.2,0,181,6,613,20.4
